         445153 function calls (440351 primitive calls) in 3.247 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:667(get_param)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/abc/_testing.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.004    0.004 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/certifi/core.py:56(where)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_events.py:315(EndOfMessage)
        4    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_synchronization.py:271(__exit__)
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:843(<listcomp>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/typing.py:2247(_make_nmtuple)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_backends/sync.py:173(get_extra_info)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/_core/_resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/abc.py:354(Traversable)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/_core/_signals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_connection.py:81(_body_framing)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/streams/memory.py:48(MemoryObjectStreamState)
        8    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/from_thread.py:145(BlockingPortal)
        1    0.000    0.000    0.105    0.105 /usr/lib/python3.10/ssl.py:507(wrap_socket)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_async/http11.py:36(HTTPConnectionState)
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/element.py:2422(__init__)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_trace.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_decoders.py:311(__init__)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.10/urllib/request.py:343(full_url)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:961(close)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.10/importlib/resources.py:107(path)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:589(_from_parts)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/abc/_resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:328(__delitem__)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_urlparse.py:348(encode_host)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/abc.py:312(ResourceReader)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_connection.py:72(_keep_alive)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/abc/_sockets.py:42(SocketAttribute)
        1    0.000    0.000    0.928    0.928 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/builder/_htmlparser.py:372(feed)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:262(__subclasshook__)
        8    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_exceptions.py:366(request_context)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:85(_parse_content_type_charset)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_transports/default.py:130(close)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/from_thread.py:398(BlockingPortalProvider)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/zipfile.py:1195(ZipFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/_common.py:60(get_package)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codecs.py:94(__new__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:655(unquote)
        1    0.000    0.000    1.160    1.160 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:964(_send_handling_redirects)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/html/parser.py:255(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/builder/_htmlparser.py:250(handle_decl)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:468(read)
        1    0.000    0.000    0.006    0.006 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/certifi/core.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/urllib/parse.py:1065(_splithost)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:239(_get_proxy_map)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_async/http11.py:43(AsyncHTTP11Connection)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/abc/_testing.py:11(TestRunner)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_models.py:321(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:725(parse_qsl)
        1    0.000    0.000    1.734    1.734 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:771(request)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:1275(__enter__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:621(__str__)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/http11.py:36(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_auth.py:62(sync_auth_flow)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1038(_gcd_import)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/builder/_htmlparser.py:46(__init__)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:347(close)
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.002    0.002 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_receivebuffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:504(detach)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/_core/_tasks.py:20(CancelScope)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:881(get_content_charset)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/http11.py:344(close)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:305(headers)
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_synchronization.py:243(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/subprocess.py:141(TimeoutExpired)
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_urlparse.py:482(percent_encoded)
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_models.py:85(enforce_stream)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/_abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:498(close)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:298(_tp_cache)
        6    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1710(getEffectiveLevel)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_decoders.py:92(__init__)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_urlparse.py:200(__str__)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/http11.py:43(HTTP11Connection)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/http2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/concurrent/futures/__init__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:786(__init__)
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_synchronization.py:247(__exit__)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/element.py:1987(find)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:334(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/streams/memory.py:72(MemoryObjectReceiveStream)
        6    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_headers.py:117(__getitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/readers.py:12(__init__)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:457(_build_request_auth)
        5    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_synchronization.py:240(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:479(lru_cache)
        1    0.000    0.000    0.572    0.572 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:876(read)
        1    0.000    0.000    0.004    0.004 <frozen importlib._bootstrap_external>:1079(get_resource_reader)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/connection.py:39(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:366(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:236(__init__)
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        2    0.000    0.000    0.001    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:231(multi_items)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/subprocess.py:425(CompletedProcess)
        1    0.000    0.000    0.928    0.928 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/__init__.py:471(_feed)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_async/http2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_models.py:249(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:285(asynccontextmanager)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_util.py:107(Sentinel)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_urls.py:282(raw_path)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:424(_merge_headers)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:568(set)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:242(get)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:413(_merge_cookies)
        6    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/socks_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_urls.py:425(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:964(__mro_entries__)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:1228(__bool__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/cookiejar.py:1266(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:736(verify_mode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:100(split)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_urlparse.py:422(validate_path)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/_core/_synchronization.py:607(CapacityLimiterAdapter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:327(Future)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:688(charset_encoding)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:128(create_connection)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/lowlevel.py:77(_NoValueSet)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/abc.py:166(InspectLoader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/_common.py:25(normalize_path)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_readers.py:148(ChunkedReader)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:771(has_redirect_location)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_writers.py:36(write_request)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/abc/_tasks.py:37(TaskGroup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:615(_make_child)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:391(_merge_url)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:566(__subclasshook__)
        1    0.000    0.000    0.007    0.007 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/certifi/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/typing_extensions.py:2776(__init__)
        4    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_headers.py:102(__init__)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/abc/_resources.py:10(AsyncResource)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:315(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_writers.py:63(__call__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:608(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_decoders.py:233(__init__)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1272(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:18(__init__)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_connection.py:223(start_next_cycle)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/typing_extensions.py:2734(deprecated)
        1    0.000    0.000    0.286    0.286 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:718(_init_transport)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_backends/sync.py:121(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:600(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:1023(unwrap)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:346(__init_subclass__)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:652(encoding)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:957(pop)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_backends/trio.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/io.py:60(__getattr__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_urlparse.py:167(authority)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_transports/default.py:74(_load_httpcore_exceptions)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:499(_encode_hostname)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:865(parent)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/connection.py:38(HTTPConnection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/_common.py:55(resolve)
        4    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:348(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_urls.py:150(username)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1174(create_module)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/streams/memory.py:36(MemoryObjectItemReceiver)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:1228(send)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/encodings/idna.py:298(getregentry)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/html/parser.py:95(reset)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/streams/memory.py:190(MemoryObjectSendStream)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/typing_extensions.py:1461(__new__)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/connection.py:192(is_idle)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:514(family)
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:1084(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/readers.py:15(resource_path)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/re.py:269(escape)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/zipfile.py:2275(Path)
